job_title,experience_level,employment_type,company_size,company_location,employee_residence,industry,remote_ratio,years_experience,education_level
Data Engineer,Senior,Full-time,S,US,US,Finance,0,6.5,Bachelors
Data Scientist,Senior,Full-time,S,DE,DE,Energy,0,11.4,Bachelors
AI Engineer,Mid,Full-time,S,IN,CA,Technology,100,7.5,Masters
Computer Vision Engineer,Senior,Full-time,S,DE,DE,Finance,50,8.5,Masters
Data Analyst,Mid,Full-time,S,US,US,Energy,0,7.5,Masters
Data Analyst,Executive,Full-time,M,US,US,Consulting,100,18.9,Masters
Data Scientist,Mid,Full-time,S,US,US,Energy,0,6.0,Masters
Business Intelligence Analyst,Entry,Contract,M,US,US,Manufacturing,50,1.2,Masters
AI Engineer,Executive,Contract,L,SG,SG,Technology,100,19.8,Bachelors
Analytics Engineer,Senior,Freelance,S,AU,AU,Consulting,0,10.3,Bachelors
Data Science Manager,Senior,Full-time,M,DE,DE,Technology,0,9.7,PhD
Analytics Engineer,Senior,Full-time,M,DE,DE,Technology,50,9.6,Self-taught
Research Scientist,Senior,Full-time,S,ES,ES,Manufacturing,0,9.2,PhD
Data Engineer,Entry,Full-time,S,IN,IN,Consulting,50,3.1,Bachelors
Data Scientist,Lead,Freelance,M,DE,DE,Finance,100,15.6,Bachelors
Data Engineer,Entry,Full-time,L,US,US,Technology,50,0.0,Masters
Data Scientist,Entry,Full-time,L,US,US,Healthcare,100,3.6,Bachelors
LLM Engineer,Entry,Part-time,M,NL,NL,Manufacturing,100,0.0,Bootcamp
Analytics Engineer,Executive,Full-time,S,AU,AU,Energy,50,17.9,PhD
Research Scientist,Entry,Full-time,M,CA,CA,Technology,0,2.5,PhD
AI Engineer,Mid,Contract,S,US,US,Consulting,0,2.3,Bachelors
AI Engineer,Mid,Full-time,M,US,US,Manufacturing,50,6.5,Bachelors
Machine Learning Engineer,Senior,Full-time,M,US,US,Consulting,0,5.5,Masters
Data Scientist,Senior,Full-time,M,US,US,Healthcare,50,11.0,Bootcamp
Data Science Manager,Senior,Full-time,M,IN,IN,Technology,100,6.8,Bootcamp
Data Analyst,Senior,Full-time,M,US,US,Technology,100,10.4,PhD
Data Scientist,Lead,Full-time,M,US,US,Retail,0,14.3,PhD
Machine Learning Engineer,Entry,Full-time,S,CA,CA,Manufacturing,0,0.0,Bootcamp
Data Scientist,Lead,Full-time,M,US,US,Technology,100,15.8,PhD
Data Engineer,Mid,Full-time,M,US,US,Technology,50,7.4,Self-taught
LLM Engineer,Senior,Full-time,L,US,NL,Retail,100,10.6,Masters
Machine Learning Engineer,Entry,Full-time,M,US,US,Consulting,0,1.7,Bachelors
Data Analyst,Mid,Full-time,L,NL,NL,Manufacturing,0,8.3,Bootcamp
Machine Learning Engineer,Lead,Full-time,M,GB,GB,Technology,50,14.0,Bachelors
Data Analyst,Mid,Full-time,M,IN,IN,Technology,50,3.5,Bachelors
Data Engineer,Mid,Full-time,M,ES,ES,Finance,0,5.7,PhD
Data Science Manager,Executive,Full-time,L,FR,FR,Retail,50,15.3,Masters
Data Analyst,Lead,Full-time,M,PL,PL,Technology,100,13.8,Masters
LLM Engineer,Entry,Full-time,S,DE,DE,Technology,100,6.9,Masters
Computer Vision Engineer,Mid,Full-time,M,FR,FR,Finance,0,9.3,PhD
Data Science Manager,Entry,Full-time,S,US,US,Media,0,4.5,Masters
Data Scientist,Entry,Part-time,L,US,US,Technology,50,1.3,Masters
Data Scientist,Entry,Part-time,L,PL,US,Manufacturing,0,4.6,Bachelors
Data Scientist,Senior,Full-time,S,IN,IN,Healthcare,0,11.2,Masters
AI Engineer,Senior,Freelance,M,NL,NL,Energy,100,12.6,Bootcamp
Machine Learning Engineer,Mid,Contract,M,NL,NL,Finance,0,6.2,Masters
LLM Engineer,Entry,Full-time,M,US,US,Healthcare,0,2.0,Masters
Data Scientist,Mid,Freelance,S,US,US,Finance,50,7.0,Bachelors
Machine Learning Engineer,Mid,Full-time,L,US,US,Technology,50,6.3,Masters
Analytics Engineer,Mid,Full-time,L,US,US,Technology,50,6.1,Self-taught
Research Scientist,Mid,Full-time,S,US,US,Finance,50,7.1,Bachelors
Data Engineer,Executive,Full-time,S,US,US,Finance,0,18.8,Masters
Data Analyst,Entry,Full-time,M,GB,ES,Energy,0,0.0,Masters
Machine Learning Engineer,Entry,Full-time,M,GB,GB,Technology,0,1.3,Bachelors
Data Analyst,Senior,Full-time,M,CA,CA,Consulting,0,10.8,Masters
Data Analyst,Entry,Freelance,M,IN,IN,Retail,50,1.9,Masters
LLM Engineer,Entry,Full-time,S,US,US,Retail,0,3.0,Masters
Data Scientist,Entry,Full-time,L,GB,CA,Retail,100,0.0,PhD
LLM Engineer,Senior,Full-time,L,US,US,Technology,0,13.8,Masters
Data Scientist,Entry,Full-time,S,IN,IN,Technology,100,0.0,Bachelors
Data Analyst,Senior,Full-time,L,US,US,Retail,50,10.2,Bootcamp
Data Scientist,Mid,Full-time,S,IN,IN,Technology,100,6.9,Bachelors
Data Engineer,Mid,Full-time,L,SG,US,Healthcare,100,9.3,Bootcamp
AI Engineer,Entry,Full-time,L,US,US,Healthcare,0,1.7,Masters
Machine Learning Engineer,Mid,Full-time,M,US,US,Retail,50,4.3,Masters
Business Intelligence Analyst,Senior,Full-time,L,US,US,Media,0,8.9,Bachelors
Research Scientist,Executive,Full-time,M,US,US,Finance,100,19.3,Bachelors
Data Engineer,Entry,Full-time,M,IN,IN,Finance,0,2.0,Bachelors
Machine Learning Engineer,Senior,Part-time,S,IN,DE,Technology,100,9.1,Self-taught
Data Analyst,Senior,Full-time,S,US,US,Retail,50,8.1,Masters
MLOps Engineer,Lead,Part-time,L,CA,DE,Energy,0,13.0,Masters
Machine Learning Engineer,Senior,Full-time,M,US,US,Consulting,100,10.6,Masters
AI Engineer,Senior,Full-time,L,ES,ES,Consulting,100,8.8,Masters
Data Scientist,Mid,Full-time,M,DE,DE,Government,0,5.4,PhD
Business Intelligence Analyst,Mid,Full-time,L,US,US,Technology,0,9.0,PhD
Business Intelligence Analyst,Senior,Full-time,S,DE,DE,Retail,50,15.7,Masters
MLOps Engineer,Entry,Full-time,M,AU,AU,Healthcare,100,5.1,Masters
Data Scientist,Lead,Full-time,S,NL,NL,Healthcare,0,18.8,Bachelors
Data Engineer,Mid,Full-time,M,US,US,Education,0,5.0,Bachelors
Data Analyst,Mid,Full-time,M,US,US,Technology,0,5.8,PhD
Machine Learning Engineer,Executive,Full-time,L,US,US,Retail,50,16.8,Bachelors
Data Scientist,Senior,Full-time,M,FR,FR,Technology,50,9.6,Masters
Data Analyst,Entry,Full-time,S,IN,IN,Technology,50,2.7,Masters
Machine Learning Engineer,Mid,Full-time,M,IN,IN,Technology,0,6.4,PhD
Business Intelligence Analyst,Entry,Full-time,M,IN,IN,Retail,0,5.1,Masters
LLM Engineer,Lead,Full-time,M,IN,IN,Retail,0,15.5,Bachelors
Research Scientist,Mid,Full-time,L,PL,PL,Healthcare,0,8.8,PhD
Data Scientist,Lead,Full-time,L,US,US,Government,0,13.4,Masters
Machine Learning Engineer,Senior,Contract,L,CA,CA,Technology,50,9.0,Bachelors
Computer Vision Engineer,Mid,Full-time,M,US,US,Finance,0,4.0,Masters
Data Analyst,Senior,Full-time,S,IN,IN,Technology,100,11.0,Bachelors
Data Scientist,Entry,Full-time,L,IN,IN,Healthcare,50,2.8,PhD
Data Engineer,Lead,Full-time,L,US,US,Technology,50,13.0,Masters
Machine Learning Engineer,Mid,Full-time,M,US,US,Technology,0,5.8,Bachelors
Data Science Manager,Mid,Part-time,M,FR,FR,Energy,0,7.9,Bachelors
Data Science Manager,Senior,Full-time,S,NL,NL,Finance,0,9.5,Bachelors
Data Scientist,Mid,Full-time,L,CA,CA,Healthcare,100,9.5,Masters
AI Engineer,Senior,Full-time,L,FR,FR,Technology,50,8.5,Masters
Data Engineer,Executive,Full-time,S,IN,IN,Media,0,20.0,Bachelors
MLOps Engineer,Senior,Full-time,S,US,US,Technology,50,9.9,Bachelors
Business Intelligence Analyst,Entry,Full-time,M,US,IN,Technology,100,1.7,Masters
Analytics Engineer,Mid,Contract,M,IN,BR,Finance,50,9.5,PhD
Machine Learning Engineer,Senior,Contract,M,US,US,Technology,50,12.4,Bootcamp
Data Scientist,Senior,Freelance,M,US,US,Retail,0,11.9,Masters
Computer Vision Engineer,Entry,Full-time,L,BR,BR,Retail,100,1.5,Bachelors
Computer Vision Engineer,Mid,Full-time,L,IN,IN,Finance,0,6.7,PhD
Research Scientist,Mid,Full-time,S,CA,US,Retail,100,10.8,Bachelors
Business Intelligence Analyst,Mid,Full-time,M,IN,IN,Technology,100,5.1,Masters
Data Engineer,Mid,Full-time,M,IN,IN,Retail,0,9.5,Masters
Data Engineer,Lead,Full-time,M,IN,IN,Finance,0,15.2,PhD
Data Science Manager,Mid,Full-time,M,US,US,Finance,50,8.7,Bootcamp
Data Engineer,Mid,Full-time,M,AU,GB,Consulting,100,5.8,Self-taught
Machine Learning Engineer,Mid,Full-time,L,CA,US,Technology,100,6.9,Bachelors
Data Engineer,Mid,Full-time,L,US,CA,Healthcare,0,4.5,Bachelors
Data Analyst,Lead,Full-time,L,PL,PL,Government,0,12.8,Bachelors
Machine Learning Engineer,Mid,Full-time,S,CA,CA,Manufacturing,0,5.1,PhD
Analytics Engineer,Entry,Full-time,M,CA,CA,Manufacturing,100,3.6,Masters
MLOps Engineer,Senior,Part-time,M,GB,US,Consulting,100,11.2,Masters
Data Scientist,Entry,Contract,L,ES,ES,Technology,0,3.0,Bachelors
Data Engineer,Mid,Full-time,L,GB,GB,Retail,50,5.9,Bachelors
LLM Engineer,Entry,Full-time,S,IN,IN,Technology,0,2.1,Bachelors
LLM Engineer,Mid,Full-time,M,CA,CA,Education,0,8.0,Bachelors
Data Engineer,Entry,Full-time,M,PL,US,Technology,0,3.2,Bootcamp
LLM Engineer,Lead,Full-time,M,DE,DE,Technology,0,15.3,Masters
MLOps Engineer,Mid,Full-time,M,NL,NL,Finance,0,9.0,Self-taught
Data Engineer,Senior,Full-time,S,DE,DE,Energy,50,12.9,Bachelors
AI Engineer,Mid,Contract,M,ES,ES,Government,0,4.4,PhD
Data Analyst,Mid,Full-time,L,US,US,Government,50,2.9,PhD
Data Scientist,Senior,Full-time,M,US,US,Energy,50,8.4,Bachelors
Data Analyst,Mid,Full-time,M,US,US,Finance,50,7.4,Bachelors
AI Engineer,Entry,Full-time,S,US,US,Finance,0,2.3,Masters
Analytics Engineer,Senior,Full-time,M,US,US,Energy,50,10.2,Masters
Computer Vision Engineer,Entry,Full-time,S,ES,ES,Healthcare,100,3.7,Masters
Business Intelligence Analyst,Mid,Full-time,L,US,US,Technology,0,6.0,Bachelors
Data Scientist,Lead,Full-time,L,SG,SG,Government,0,15.8,Masters
Business Intelligence Analyst,Mid,Full-time,S,US,US,Media,100,4.5,PhD
Data Scientist,Lead,Full-time,L,ES,ES,Government,0,18.4,Bachelors
Data Scientist,Entry,Full-time,S,IN,US,Consulting,100,3.1,Bachelors
Data Engineer,Senior,Full-time,M,US,US,Technology,50,9.4,Bachelors
Data Engineer,Mid,Full-time,M,IN,IN,Media,0,7.5,Masters
LLM Engineer,Executive,Full-time,M,GB,GB,Manufacturing,50,19.7,Masters
Data Engineer,Lead,Full-time,M,IN,IN,Education,50,16.8,PhD
Data Engineer,Mid,Full-time,M,US,US,Retail,0,9.1,Bachelors
AI Engineer,Entry,Part-time,M,SG,SG,Energy,0,2.8,Self-taught
Computer Vision Engineer,Senior,Full-time,M,FR,FR,Technology,50,14.7,Masters
Data Engineer,Mid,Part-time,S,US,US,Healthcare,50,5.2,Bootcamp
LLM Engineer,Mid,Full-time,L,US,US,Government,50,5.5,Masters
MLOps Engineer,Senior,Full-time,L,GB,GB,Technology,50,10.8,Masters
Machine Learning Engineer,Mid,Full-time,M,US,US,Manufacturing,0,6.0,Masters
Analytics Engineer,Mid,Full-time,M,US,US,Manufacturing,100,4.8,Masters
Machine Learning Engineer,Mid,Full-time,M,IN,IN,Technology,0,7.4,Bootcamp
MLOps Engineer,Mid,Full-time,M,US,US,Healthcare,100,7.3,Bachelors
Data Engineer,Lead,Freelance,M,FR,CA,Healthcare,100,13.9,Bachelors
Machine Learning Engineer,Executive,Full-time,M,CA,CA,Technology,0,19.7,Masters
Data Analyst,Mid,Full-time,L,CA,CA,Consulting,0,8.2,Masters
Data Engineer,Senior,Full-time,S,AU,AU,Consulting,50,14.4,Masters
Data Science Manager,Senior,Full-time,S,US,US,Technology,50,11.0,Bachelors
AI Engineer,Mid,Full-time,M,AU,DE,Technology,100,5.1,PhD
AI Engineer,Mid,Full-time,S,PL,PL,Finance,0,7.1,Bootcamp
Data Engineer,Mid,Full-time,S,SG,SG,Technology,100,4.4,Bachelors
AI Engineer,Mid,Contract,S,DE,DE,Education,0,9.4,PhD
Data Analyst,Senior,Freelance,L,IN,IN,Retail,0,12.1,PhD
Data Engineer,Entry,Full-time,S,US,US,Energy,0,1.8,Masters
Data Science Manager,Mid,Full-time,M,US,US,Education,100,6.7,PhD
Analytics Engineer,Mid,Full-time,L,CA,CA,Technology,0,7.2,Masters
Machine Learning Engineer,Senior,Full-time,S,US,US,Media,0,8.7,Masters
AI Engineer,Senior,Full-time,M,US,US,Consulting,50,10.7,PhD
Data Engineer,Mid,Full-time,M,US,US,Finance,0,6.0,Self-taught
MLOps Engineer,Lead,Full-time,M,IN,IN,Finance,100,18.4,Bachelors
Data Engineer,Mid,Full-time,M,US,US,Technology,0,8.3,PhD
LLM Engineer,Senior,Full-time,M,IN,IN,Education,100,14.2,Masters
Computer Vision Engineer,Mid,Full-time,L,US,US,Technology,50,8.2,Self-taught
Research Scientist,Senior,Full-time,M,SG,DE,Healthcare,100,10.7,Bachelors
Data Analyst,Senior,Full-time,L,US,US,Manufacturing,0,11.8,Bachelors
Machine Learning Engineer,Mid,Full-time,L,SG,SG,Finance,100,7.3,Bachelors
Data Engineer,Lead,Full-time,M,DE,DE,Finance,100,12.2,PhD
Data Engineer,Lead,Contract,M,IN,NL,Finance,50,13.9,Masters
Data Analyst,Lead,Full-time,M,NL,NL,Finance,50,12.8,PhD
AI Engineer,Mid,Full-time,S,IN,IN,Retail,50,3.0,Bachelors
Data Engineer,Entry,Full-time,L,US,US,Technology,0,0.8,Bootcamp
Data Analyst,Mid,Full-time,L,DE,DE,Technology,50,8.0,PhD
Computer Vision Engineer,Senior,Full-time,M,IN,US,Finance,0,8.6,Bootcamp
Data Scientist,Entry,Full-time,M,US,US,Retail,0,0.1,Bachelors
Data Science Manager,Mid,Full-time,M,IN,IN,Technology,100,6.8,Masters
Data Scientist,Entry,Full-time,M,US,US,Government,50,0.0,Bachelors
Machine Learning Engineer,Mid,Full-time,L,US,US,Government,100,4.3,Bachelors
Machine Learning Engineer,Mid,Full-time,S,IN,IN,Finance,0,5.0,Masters
Analytics Engineer,Entry,Full-time,M,NL,NL,Technology,0,0.2,Bachelors
Computer Vision Engineer,Entry,Full-time,S,NL,CA,Finance,100,4.5,Bootcamp
Data Engineer,Mid,Full-time,L,US,US,Technology,0,4.1,Bachelors
MLOps Engineer,Entry,Contract,L,US,US,Technology,50,0.0,Masters
Data Scientist,Executive,Full-time,M,CA,CA,Finance,100,19.6,Bachelors
Data Scientist,Lead,Full-time,L,GB,GB,Government,50,16.9,Bachelors
Data Engineer,Senior,Full-time,M,US,US,Healthcare,0,13.4,Bachelors
Data Engineer,Mid,Full-time,L,PL,PL,Technology,50,7.6,Bachelors
Data Engineer,Senior,Freelance,M,US,US,Technology,50,9.8,Masters
Machine Learning Engineer,Senior,Contract,M,US,US,Retail,50,10.4,PhD
AI Engineer,Senior,Full-time,M,GB,GB,Finance,50,10.3,Masters
Data Analyst,Senior,Full-time,M,BR,BR,Finance,50,9.3,Masters
Data Engineer,Mid,Contract,L,US,US,Technology,50,5.2,Bachelors
Data Engineer,Senior,Full-time,S,US,US,Retail,100,9.8,PhD
Data Science Manager,Mid,Full-time,L,CA,CA,Retail,50,6.6,Bootcamp
Data Analyst,Mid,Full-time,S,CA,CA,Manufacturing,100,8.5,Masters
Data Scientist,Senior,Part-time,L,US,US,Government,100,9.5,Self-taught
Data Analyst,Entry,Full-time,S,US,US,Technology,50,5.8,Masters
MLOps Engineer,Lead,Full-time,S,CA,CA,Technology,0,13.1,Bachelors
Data Analyst,Senior,Full-time,L,US,US,Technology,100,11.4,PhD
AI Engineer,Mid,Full-time,M,US,US,Energy,50,4.3,Bachelors
Research Scientist,Mid,Full-time,L,PL,PL,Technology,0,3.4,PhD
Data Analyst,Mid,Full-time,S,IN,IN,Technology,50,8.6,Bachelors
LLM Engineer,Executive,Part-time,M,US,GB,Technology,100,18.2,Bachelors
Computer Vision Engineer,Mid,Full-time,M,CA,CA,Technology,50,7.2,Bachelors
Data Analyst,Mid,Full-time,S,US,US,Retail,50,8.3,Masters
Data Engineer,Senior,Full-time,M,AU,AU,Consulting,0,11.9,Bachelors
AI Engineer,Mid,Contract,M,GB,GB,Media,100,7.8,Bootcamp
Data Engineer,Entry,Full-time,L,IN,IN,Technology,0,2.7,Bootcamp
Business Intelligence Analyst,Mid,Full-time,M,US,US,Manufacturing,100,6.8,PhD
Data Science Manager,Lead,Full-time,L,CA,CA,Retail,50,18.4,Bachelors
Machine Learning Engineer,Senior,Full-time,M,PL,PL,Healthcare,50,13.0,Self-taught
MLOps Engineer,Lead,Full-time,S,US,US,Technology,0,14.6,Masters
Data Scientist,Mid,Full-time,M,US,IN,Technology,0,5.5,Bachelors
MLOps Engineer,Senior,Full-time,S,IN,IN,Finance,100,8.4,Masters
Data Analyst,Mid,Full-time,S,IN,IN,Finance,0,5.4,Masters
Machine Learning Engineer,Senior,Full-time,S,GB,GB,Retail,0,10.3,Bachelors
Data Science Manager,Mid,Contract,L,IN,IN,Technology,100,6.9,Masters
Data Analyst,Lead,Full-time,M,IN,IN,Manufacturing,0,12.0,Bachelors
LLM Engineer,Senior,Full-time,S,US,US,Finance,0,5.4,Masters
Data Scientist,Mid,Full-time,S,IN,IN,Retail,100,11.0,Masters
LLM Engineer,Entry,Full-time,L,BR,BR,Technology,0,0.0,Masters
Data Scientist,Mid,Full-time,L,BR,BR,Healthcare,0,6.3,Bachelors
Data Scientist,Senior,Full-time,M,GB,GB,Retail,0,10.9,Bachelors
Data Scientist,Senior,Full-time,M,BR,BR,Consulting,50,9.9,Bachelors
MLOps Engineer,Mid,Full-time,L,US,US,Finance,0,4.0,Bootcamp
Data Engineer,Lead,Freelance,M,AU,AU,Healthcare,50,12.8,Bootcamp
Data Analyst,Mid,Full-time,S,PL,PL,Education,0,7.1,Bachelors
Analytics Engineer,Senior,Full-time,M,US,US,Technology,50,10.3,Masters
Research Scientist,Entry,Full-time,M,US,US,Finance,50,0.0,Masters
Data Scientist,Entry,Full-time,L,CA,CA,Retail,50,4.0,PhD
AI Engineer,Mid,Full-time,M,US,US,Finance,0,6.3,Bootcamp
Machine Learning Engineer,Entry,Full-time,L,US,AU,Government,100,3.8,Bachelors
Business Intelligence Analyst,Lead,Full-time,L,PL,US,Consulting,100,16.5,PhD
Business Intelligence Analyst,Senior,Full-time,S,US,US,Finance,0,10.9,Masters
Machine Learning Engineer,Executive,Full-time,M,GB,GB,Finance,0,18.4,Bachelors
AI Engineer,Senior,Full-time,M,US,US,Finance,0,10.9,Masters
Data Engineer,Mid,Full-time,M,IN,IN,Government,50,6.9,PhD
Data Analyst,Mid,Full-time,L,DE,DE,Finance,0,3.6,Bachelors
MLOps Engineer,Mid,Freelance,M,IN,IN,Finance,0,6.2,Bachelors
Research Scientist,Executive,Full-time,S,GB,GB,Retail,50,22.1,Masters
Data Scientist,Senior,Full-time,S,IN,IN,Healthcare,0,9.2,PhD
LLM Engineer,Senior,Full-time,L,DE,DE,Healthcare,50,11.2,Bachelors
Computer Vision Engineer,Mid,Full-time,M,IN,IN,Finance,100,2.3,Masters
Machine Learning Engineer,Senior,Full-time,L,US,US,Finance,50,8.6,Masters
Data Engineer,Mid,Full-time,M,US,US,Manufacturing,0,6.4,Bachelors
Data Analyst,Mid,Full-time,M,GB,GB,Manufacturing,0,5.2,Bootcamp
Analytics Engineer,Mid,Full-time,M,US,US,Education,100,2.9,Masters
Data Analyst,Mid,Full-time,S,IN,IN,Government,100,5.7,Masters
Business Intelligence Analyst,Mid,Full-time,L,FR,FR,Media,0,3.8,Masters
Data Engineer,Mid,Full-time,M,SG,SG,Healthcare,0,5.3,Masters
Data Analyst,Entry,Full-time,M,IN,IN,Technology,50,1.6,Bachelors
Data Science Manager,Senior,Full-time,L,US,US,Technology,0,9.2,PhD
Business Intelligence Analyst,Senior,Full-time,M,US,US,Finance,0,10.8,PhD
Data Engineer,Senior,Full-time,S,CA,CA,Consulting,0,12.7,Masters
Data Analyst,Senior,Full-time,M,IN,IN,Media,0,9.7,Self-taught
MLOps Engineer,Senior,Part-time,S,IN,IN,Technology,50,11.7,Bootcamp
AI Engineer,Lead,Part-time,M,GB,GB,Media,50,16.2,Masters
LLM Engineer,Entry,Full-time,S,US,US,Technology,0,0.0,Masters
AI Engineer,Senior,Full-time,M,GB,CA,Technology,100,11.4,Masters
Data Engineer,Mid,Full-time,M,AU,AU,Finance,0,4.4,Bachelors
Machine Learning Engineer,Senior,Full-time,S,AU,AU,Media,100,9.7,Bachelors
Data Engineer,Mid,Full-time,L,DE,DE,Manufacturing,0,6.3,Masters
Data Analyst,Entry,Full-time,M,IN,IN,Healthcare,50,0.2,Bachelors
Data Engineer,Mid,Full-time,M,US,US,Government,50,5.4,Bachelors
MLOps Engineer,Mid,Freelance,M,US,US,Healthcare,0,4.4,Masters
Data Science Manager,Mid,Contract,M,US,US,Technology,100,7.5,Masters
Business Intelligence Analyst,Entry,Contract,S,GB,GB,Manufacturing,100,0.0,Masters
Data Analyst,Entry,Contract,S,AU,AU,Consulting,50,0.8,Masters
Analytics Engineer,Executive,Full-time,S,IN,US,Technology,100,23.1,Masters
Data Scientist,Entry,Full-time,M,US,US,Consulting,50,0.0,Self-taught
Business Intelligence Analyst,Mid,Full-time,M,IN,IN,Consulting,50,6.5,Bachelors
Data Analyst,Mid,Contract,M,AU,AU,Technology,50,5.0,Masters
Machine Learning Engineer,Mid,Part-time,L,DE,DE,Technology,0,7.8,Bachelors
Data Scientist,Mid,Full-time,L,FR,FR,Media,0,4.8,Self-taught
Machine Learning Engineer,Mid,Full-time,L,AU,AU,Media,50,5.8,Bachelors
Data Science Manager,Mid,Full-time,L,IN,IN,Government,0,7.2,Masters
Business Intelligence Analyst,Entry,Full-time,M,DE,DE,Healthcare,100,3.9,Self-taught
Data Engineer,Senior,Full-time,L,US,DE,Healthcare,100,11.3,Bachelors
Data Scientist,Mid,Full-time,M,US,US,Finance,0,2.8,Bachelors
AI Engineer,Senior,Full-time,S,DE,DE,Healthcare,0,8.2,Masters
MLOps Engineer,Entry,Freelance,S,CA,CA,Finance,100,2.5,Masters
Business Intelligence Analyst,Mid,Full-time,M,GB,GB,Healthcare,0,7.7,PhD
Analytics Engineer,Mid,Full-time,M,US,US,Consulting,100,7.2,Masters
Business Intelligence Analyst,Lead,Full-time,M,IN,IN,Finance,0,15.9,Masters
Analytics Engineer,Senior,Full-time,L,FR,FR,Healthcare,50,8.2,Bachelors
Data Engineer,Entry,Full-time,L,US,US,Technology,50,0.0,Bachelors
Data Science Manager,Senior,Freelance,L,CA,CA,Healthcare,0,9.2,Masters
Data Analyst,Entry,Full-time,S,PL,PL,Technology,0,0.6,Masters
Machine Learning Engineer,Mid,Contract,L,US,US,Finance,0,4.6,Masters
AI Engineer,Mid,Full-time,S,US,US,Technology,100,4.2,Bachelors
AI Engineer,Mid,Full-time,S,DE,DE,Government,50,4.9,Bachelors
MLOps Engineer,Entry,Full-time,M,US,PL,Finance,0,1.2,Self-taught
AI Engineer,Entry,Full-time,M,IN,IN,Healthcare,100,0.9,Bachelors
Data Scientist,Senior,Full-time,M,IN,IN,Technology,100,9.7,Masters
LLM Engineer,Mid,Freelance,M,US,US,Technology,0,4.5,Self-taught
MLOps Engineer,Senior,Full-time,L,US,US,Technology,100,9.0,Masters
Data Scientist,Lead,Full-time,M,IN,IN,Retail,0,14.0,Masters
Research Scientist,Mid,Full-time,S,US,US,Consulting,0,7.7,Bachelors
Data Analyst,Entry,Full-time,M,US,AU,Finance,100,2.5,Bootcamp
Machine Learning Engineer,Mid,Full-time,L,DE,DE,Education,0,4.1,PhD
Machine Learning Engineer,Mid,Full-time,S,US,US,Healthcare,0,6.3,PhD
Data Analyst,Mid,Full-time,S,US,US,Consulting,50,7.2,Bootcamp
Data Engineer,Entry,Full-time,M,CA,CA,Retail,100,4.4,Masters
Data Engineer,Senior,Full-time,L,US,US,Education,0,11.1,Masters
Analytics Engineer,Entry,Full-time,L,CA,CA,Media,0,3.0,Masters
Data Scientist,Mid,Full-time,M,US,US,Finance,50,5.4,Bootcamp
Data Engineer,Entry,Full-time,M,CA,CA,Government,0,3.0,Bachelors
Data Scientist,Senior,Full-time,M,ES,ES,Consulting,100,8.0,Masters
Research Scientist,Senior,Part-time,M,US,US,Healthcare,0,9.9,Masters
Computer Vision Engineer,Senior,Full-time,M,DE,DE,Retail,50,12.5,Masters
AI Engineer,Entry,Full-time,L,FR,FR,Healthcare,0,1.8,Bachelors
Computer Vision Engineer,Entry,Full-time,L,US,US,Manufacturing,50,2.9,PhD
AI Engineer,Entry,Full-time,S,FR,FR,Technology,0,1.6,Bachelors
LLM Engineer,Entry,Full-time,M,US,US,Retail,100,1.2,Bachelors
Machine Learning Engineer,Entry,Contract,M,CA,CA,Manufacturing,50,1.2,Bachelors
Business Intelligence Analyst,Senior,Full-time,M,US,US,Manufacturing,100,9.1,Bachelors
Data Scientist,Mid,Full-time,M,US,US,Finance,0,9.2,Bachelors
Machine Learning Engineer,Entry,Contract,S,US,US,Finance,50,1.4,Bootcamp
Data Engineer,Entry,Full-time,M,NL,NL,Healthcare,0,0.0,Masters
Data Analyst,Senior,Full-time,M,AU,AU,Technology,0,6.6,Bachelors
AI Engineer,Executive,Full-time,M,CA,CA,Healthcare,50,20.9,Bachelors
Data Scientist,Lead,Full-time,L,SG,SG,Media,50,12.4,Self-taught
Business Intelligence Analyst,Entry,Full-time,L,DE,DE,Consulting,50,2.2,Bachelors
Data Engineer,Senior,Full-time,M,ES,ES,Manufacturing,0,13.7,Masters
Data Scientist,Senior,Full-time,S,CA,CA,Finance,0,4.6,Bootcamp
Data Analyst,Senior,Full-time,M,US,US,Technology,0,9.1,Masters
Data Engineer,Mid,Full-time,M,US,US,Technology,0,5.2,PhD
Data Engineer,Executive,Full-time,M,ES,ES,Finance,50,17.5,PhD
Data Scientist,Mid,Full-time,M,US,US,Government,50,3.8,Bootcamp
Data Analyst,Executive,Full-time,S,NL,NL,Consulting,100,19.2,Masters
AI Engineer,Mid,Full-time,S,US,US,Technology,0,5.9,Masters
Data Analyst,Mid,Contract,S,US,US,Healthcare,0,5.7,PhD
Data Engineer,Senior,Freelance,L,US,US,Technology,0,10.3,PhD
Research Scientist,Senior,Full-time,M,IN,US,Government,0,8.3,PhD
Analytics Engineer,Lead,Full-time,M,ES,ES,Healthcare,50,15.4,PhD
AI Engineer,Lead,Contract,M,FR,FR,Technology,50,13.2,Self-taught
Machine Learning Engineer,Mid,Full-time,S,US,US,Government,0,7.3,Bachelors
Machine Learning Engineer,Mid,Full-time,M,US,US,Technology,0,5.7,Masters
Data Engineer,Lead,Full-time,M,IN,IN,Government,100,15.1,Self-taught
Data Science Manager,Entry,Freelance,S,PL,PL,Technology,0,3.5,Masters
Data Scientist,Mid,Full-time,M,BR,BR,Technology,0,6.9,Bootcamp
LLM Engineer,Senior,Full-time,S,ES,DE,Retail,100,10.3,Bootcamp
